S	I	R	e	d	dI	t
14	10	7	0	0	1	38.345
14	10	7	0	0	0	38.3475
14	10	7	0	0	0	38.35
14	10	7	0	0	0	38.3525
14	10	7	0	0	0	38.355
14	10	7	0	0	0	38.3575
14	9	7	0	0	1	38.36
14	9	7	0	0	0	38.3625
14	9	7	0	0	0	38.365
14	9	7	0	0	0	38.3675
14	9	7	0	0	0	38.37
14	9	7	0	0	0	38.3725
14	9	7	0	0	0	38.375
14	9	7	0	0	0	38.3775
15	9	7	1	0	0	38.38
15	9	6	0	1	0	38.3825
15	8	7	0	0	0	38.385
15	8	7	0	0	0	38.3875
15	8	7	0	0	0	38.39
15	8	7	0	0	0	38.3925
15	8	7	0	0	0	38.395
15	8	7	0	0	0	38.3975
15	8	7	0	0	0	38.4
15	8	7	0	0	0	38.4025
15	8	7	0	0	0	38.405
15	8	7	0	0	0	38.4075
15	8	7	0	0	0	38.41
15	8	7	0	0	0	38.4125
15	8	7	0	0	0	38.415
15	8	7	0	0	0	38.4175
15	8	7	0	0	0	38.42
15	8	7	0	0	0	38.4225
15	8	7	0	0	0	38.425
15	8	7	0	0	0	38.4275
15	8	7	0	0	0	38.43
15	8	7	0	0	0	38.4325
15	8	7	0	0	0	38.435
15	8	7	0	0	0	38.4375
15	8	7	0	0	0	38.44
16	8	7	1	0	0	38.4425
16	8	7	0	0	0	38.445
16	8	7	0	0	0	38.4475
16	8	7	0	0	0	38.45
16	8	7	0	0	0	38.4525
16	8	7	0	0	0	38.455
16	8	7	0	0	0	38.4575
16	8	7	0	0	0	38.46
16	8	7	0	0	0	38.4625
17	8	7	1	0	0	38.465
17	8	7	0	0	0	38.4675
17	8	7	0	0	0	38.47
18	8	7	1	0	0	38.4725
17	9	7	0	0	0	38.475
17	9	7	0	0	0	38.4775
17	9	7	0	0	0	38.48
17	9	7	0	0	0	38.4825
17	9	7	0	0	0	38.485
17	9	7	0	0	0	38.4875
17	9	7	0	0	0	38.49
17	9	7	0	0	0	38.4925
18	9	7	1	0	0	38.495
18	9	7	0	0	0	38.4975
18	9	7	0	0	0	38.5
19	9	7	1	0	0	38.5025
18	10	7	0	0	0	38.505
18	10	7	0	0	0	38.5075
18	10	7	0	0	0	38.51
18	10	7	0	0	0	38.5125
18	10	7	0	0	0	38.515
18	10	7	0	0	0	38.5175
18	9	8	0	0	0	38.52
18	9	8	0	0	0	38.5225
18	9	8	0	0	0	38.525
18	9	8	0	0	0	38.5275
18	9	8	0	0	0	38.53
18	9	8	0	0	0	38.5325
18	9	8	0	0	0	38.535
18	9	8	0	0	0	38.5375
18	9	8	0	0	0	38.54
18	9	8	0	0	0	38.5425
18	9	8	0	0	0	38.545
18	9	8	0	0	0	38.5475
18	9	8	0	0	0	38.55
18	9	8	0	0	0	38.5525
18	9	8	0	0	0	38.555
18	9	8	0	0	0	38.5575
18	9	8	0	0	0	38.56
18	9	8	0	0	0	38.5625
18	9	8	0	0	0	38.565
18	9	8	0	0	0	38.5675
18	9	8	0	0	0	38.57
18	9	8	0	0	0	38.5725
18	9	8	0	0	0	38.575
18	9	8	0	0	0	38.5775
18	9	8	0	0	0	38.58
18	9	8	0	0	0	38.5825
18	9	8	0	0	0	38.585
18	9	8	0	0	0	38.5875
18	9	8	0	0	0	38.59
18	9	8	0	0	0	38.5925
18	9	8	0	0	0	38.595
18	9	8	0	0	0	38.5975
18	9	8	0	0	0	38.6
18	9	8	0	0	0	38.6025
18	9	8	0	0	0	38.605
17	9	8	0	1	0	38.6075
17	9	8	0	0	0	38.61
17	9	8	0	0	0	38.6125
17	9	8	0	0	0	38.615
17	9	8	0	0	0	38.6175
17	9	8	0	0	0	38.62
17	9	8	0	0	0	38.6225
17	9	8	0	0	0	38.625
17	9	8	0	0	0	38.6275
17	9	8	0	0	0	38.63
16	10	8	0	0	0	38.6325
15	11	8	0	0	0	38.635
15	11	8	0	0	0	38.6375
15	11	8	0	0	0	38.64
15	11	8	0	0	0	38.6425
15	11	8	0	0	0	38.645
15	11	8	0	0	0	38.6475
15	11	8	0	0	0	38.65
16	11	8	1	0	0	38.6525
16	11	8	0	0	0	38.655
16	11	8	0	0	0	38.6575
16	11	8	0	0	0	38.66
16	11	8	0	0	0	38.6625
16	11	8	0	0	0	38.665
16	11	8	0	0	0	38.6675
16	11	8	0	0	0	38.67
16	10	9	0	0	0	38.6725
16	10	9	0	0	0	38.675
17	10	9	1	0	0	38.6775
17	10	9	0	0	0	38.68
17	10	9	0	0	0	38.6825
17	10	9	0	0	0	38.685
17	10	9	0	0	0	38.6875
17	10	9	0	0	0	38.69
17	10	9	0	0	0	38.6925
17	10	9	0	0	0	38.695
17	10	9	0	0	0	38.6975
17	10	9	0	0	0	38.7
17	10	9	0	0	0	38.7025
17	10	9	0	0	0	38.705
17	10	9	0	0	0	38.7075
17	9	9	0	0	1	38.71
18	9	9	1	0	0	38.7125
17	10	9	0	0	0	38.715
17	10	9	0	0	0	38.7175
17	10	9	0	0	0	38.72
17	10	9	0	0	0	38.7225
17	9	9	0	0	1	38.725
17	9	9	0	0	0	38.7275
17	9	9	0	0	0	38.73
17	9	9	0	0	0	38.7325
17	9	9	0	0	0	38.735
17	9	9	0	0	0	38.7375
17	9	9	0	0	0	38.74
17	9	9	0	0	0	38.7425
17	9	9	0	0	0	38.745
17	9	9	0	0	0	38.7475
17	9	9	0	0	0	38.75
17	9	9	0	0	0	38.7525
17	8	9	0	1	0	38.755
17	8	9	0	0	0	38.7575
17	8	9	0	0	0	38.76
17	8	9	0	0	0	38.7625
17	8	9	0	0	0	38.765
17	8	9	0	0	0	38.7675
17	8	9	0	0	0	38.77
17	8	9	0	0	0	38.7725
17	8	9	0	0	0	38.775
17	8	9	0	0	0	38.7775
17	8	9	0	0	0	38.78
17	8	9	0	0	0	38.7825
17	8	9	0	0	0	38.785
17	8	9	0	0	0	38.7875
17	8	9	0	0	0	38.79
17	8	9	0	0	0	38.7925
17	8	9	0	0	0	38.795
17	8	9	0	0	0	38.7975
16	9	9	0	0	0	38.8
15	10	9	1	1	0	38.8025
14	11	9	0	0	0	38.805
14	10	9	0	1	0	38.8075
14	10	9	0	0	0	38.81
14	10	9	0	0	0	38.8125
14	10	9	0	0	0	38.815
14	10	9	0	0	0	38.8175
14	10	9	0	0	0	38.82
14	10	9	0	0	0	38.8225
14	10	8	0	1	0	38.825
14	10	8	0	0	0	38.8275
14	10	8	0	0	0	38.83
15	10	8	1	0	0	38.8325
15	10	8	0	0	0	38.835
15	10	8	0	0	0	38.8375
15	9	9	0	0	0	38.84
15	9	9	0	0	0	38.8425
14	10	9	0	0	0	38.845
14	10	9	0	0	0	38.8475
14	10	9	0	0	0	38.85
14	10	9	0	0	0	38.8525
14	10	9	0	0	0	38.855
14	10	9	0	0	0	38.8575
14	10	9	0	0	0	38.86
14	10	9	0	0	0	38.8625
14	10	9	0	0	0	38.865
14	10	9	0	0	0	38.8675
14	10	9	0	0	0	38.87
14	10	9	0	0	0	38.8725
14	10	9	0	0	0	38.875
14	10	9	0	0	0	38.8775
14	10	9	0	0	0	38.88
14	10	9	0	0	0	38.8825
14	10	9	0	0	0	38.885
14	10	9	0	0	0	38.8875
14	10	9	0	0	0	38.89
14	10	9	0	0	0	38.8925
14	10	9	0	0	0	38.895
14	10	9	0	0	0	38.8975
14	10	9	0	0	0	38.9
14	10	9	0	0	0	38.9025
14	10	9	0	0	0	38.905
14	10	9	0	0	0	38.9075
14	10	9	0	0	0	38.91
14	10	9	0	0	0	38.9125
14	10	9	0	0	0	38.915
14	10	9	0	0	0	38.9175
14	10	9	0	0	0	38.92
14	10	9	0	0	0	38.9225
14	10	9	0	0	0	38.925
14	10	9	0	0	0	38.9275
14	10	9	0	0	0	38.93
14	10	9	0	0	0	38.9325
14	10	9	0	0	0	38.935
15	10	9	1	0	0	38.9375
15	10	9	0	0	0	38.94
15	9	10	0	0	0	38.9425
15	9	10	0	0	0	38.945
15	9	10	0	0	0	38.9475
15	9	10	0	0	0	38.95
15	9	10	0	0	0	38.9525
15	9	10	0	0	0	38.955
15	9	10	0	0	0	38.9575
15	9	10	0	0	0	38.96
15	9	10	0	0	0	38.9625
14	10	10	0	0	0	38.965
14	10	10	0	0	0	38.9675
14	10	10	0	0	0	38.97
14	10	10	0	0	0	38.9725
14	10	10	0	0	0	38.975
15	10	10	1	0	0	38.9775
15	10	10	0	0	0	38.98
15	10	10	0	0	0	38.9825
15	10	10	0	0	0	38.985
15	10	10	0	0	0	38.9875
15	10	10	0	0	0	38.99
15	10	10	0	0	0	38.9925
15	10	9	0	1	0	38.995
14	11	9	0	0	0	38.9975
14	11	9	0	0	0	39
14	11	9	0	0	0	39.0025
14	11	9	0	0	0	39.005
14	11	9	0	0	0	39.0075
14	11	9	0	0	0	39.01
14	11	9	0	0	0	39.0125
14	11	9	0	0	0	39.015
14	10	10	0	0	0	39.0175
14	10	10	0	0	0	39.02
14	10	10	0	0	0	39.0225
14	10	9	0	1	0	39.025
14	10	9	0	0	0	39.0275
14	10	9	0	0	0	39.03
14	10	9	0	0	0	39.0325
14	10	9	0	0	0	39.035
14	10	9	0	0	0	39.0375
14	10	9	0	0	0	39.04
14	10	9	0	0	0	39.0425
13	11	9	0	0	0	39.045
13	11	9	0	0	0	39.0475
13	11	9	0	0	0	39.05
13	11	9	0	0	0	39.0525
13	11	9	0	0	0	39.055
13	11	9	0	0	0	39.0575
13	11	9	0	0	0	39.06
13	11	9	0	0	0	39.0625
12	11	9	0	1	0	39.065
12	11	9	0	0	0	39.0675
12	11	9	0	0	0	39.07
12	11	9	0	0	0	39.0725
12	11	9	0	0	0	39.075
12	11	9	0	0	0	39.0775
12	11	9	0	0	0	39.08
12	11	9	0	0	0	39.0825
12	11	9	0	0	0	39.085
12	11	9	0	0	0	39.0875
12	11	9	0	0	0	39.09
11	12	9	0	0	0	39.0925
11	11	10	0	0	0	39.095
11	11	10	0	0	0	39.0975
11	11	10	0	0	0	39.1
12	11	9	0	0	0	39.1025
12	10	10	0	0	0	39.105
12	10	10	0	0	0	39.1075
12	10	10	0	0	0	39.11
12	10	10	0	0	0	39.1125
12	10	10	0	0	0	39.115
12	10	10	0	0	0	39.1175
12	10	10	0	0	0	39.12
12	10	10	0	0	0	39.1225
13	10	9	0	0	0	39.125
13	10	9	0	0	0	39.1275
13	10	8	0	1	0	39.13
14	10	8	1	0	0	39.1325
14	10	8	0	0	0	39.135
14	10	8	0	0	0	39.1375
14	10	8	0	0	0	39.14
14	10	8	0	0	0	39.1425
14	10	8	0	0	0	39.145
14	10	8	0	0	0	39.1475
15	10	7	0	0	0	39.15
15	10	7	0	0	0	39.1525
16	10	7	1	0	0	39.155
16	10	7	0	0	0	39.1575
16	10	7	0	0	0	39.16
16	10	7	0	0	0	39.1625
16	10	7	0	0	0	39.165
16	10	7	0	0	0	39.1675
16	10	7	0	0	0	39.17
16	10	7	0	0	0	39.1725
16	9	7	0	0	1	39.175
16	9	7	0	0	0	39.1775
16	9	7	0	0	0	39.18
16	9	7	0	0	0	39.1825
16	9	7	0	0	0	39.185
16	9	7	0	0	0	39.1875
16	9	7	0	0	0	39.19
16	9	7	0	0	0	39.1925
16	9	7	0	0	0	39.195
16	9	7	0	0	0	39.1975
15	9	7	0	1	0	39.2
15	9	7	0	0	0	39.2025
16	9	7	1	0	0	39.205
16	9	7	0	0	0	39.2075
16	9	7	0	0	0	39.21
16	9	7	0	0	0	39.2125
16	9	7	0	0	0	39.215
16	8	8	0	0	0	39.2175
16	8	8	0	0	0	39.22
16	8	8	0	0	0	39.2225
16	8	8	0	0	0	39.225
16	8	8	0	0	0	39.2275
16	8	8	0	0	0	39.23
16	8	8	0	0	0	39.2325
16	8	8	0	0	0	39.235
16	8	8	0	0	0	39.2375
16	8	8	0	0	0	39.24
16	8	8	0	0	0	39.2425
16	8	8	0	0	0	39.245
17	8	8	1	0	0	39.2475
17	8	8	0	0	0	39.25
17	8	8	0	0	0	39.2525
17	8	8	0	0	0	39.255
17	8	8	0	0	0	39.2575
18	8	7	0	0	0	39.26
17	8	7	0	1	0	39.2625
16	9	7	0	0	0	39.265
16	8	7	0	0	1	39.2675
16	8	7	0	0	0	39.27
16	8	7	0	0	0	39.2725
16	8	7	0	0	0	39.275
16	8	7	0	0	0	39.2775
16	8	7	0	0	0	39.28
16	8	7	0	0	0	39.2825
16	8	7	0	0	0	39.285
16	8	7	0	0	0	39.2875
16	8	7	0	0	0	39.29
16	8	7	0	0	0	39.2925
16	8	7	0	0	0	39.295
15	9	7	0	0	0	39.2975
15	9	7	0	0	0	39.3
15	9	7	0	0	0	39.3025
15	9	7	0	0	0	39.305
15	9	7	0	0	0	39.3075
15	9	7	0	0	0	39.31
15	9	7	0	0	0	39.3125
15	9	7	0	0	0	39.315
15	9	7	0	0	0	39.3175
15	9	7	0	0	0	39.32
14	9	7	0	1	0	39.3225
14	9	7	0	0	0	39.325
14	9	7	0	0	0	39.3275
14	9	7	0	0	0	39.33
13	10	7	0	0	0	39.3325
13	10	7	0	0	0	39.335
13	10	7	0	0	0	39.3375
13	10	7	0	0	0	39.34
13	10	7	0	0	0	39.3425
13	10	7	0	0	0	39.345
13	10	7	0	0	0	39.3475
13	10	7	0	0	0	39.35
13	10	7	0	0	0	39.3525
13	10	7	0	0	0	39.355
13	10	7	0	0	0	39.3575
13	10	7	0	0	0	39.36
13	10	7	0	0	0	39.3625
13	10	7	0	0	0	39.365
13	10	7	0	0	0	39.3675
13	10	7	0	0	0	39.37
13	10	7	0	0	0	39.3725
13	10	7	0	0	0	39.375
13	10	7	0	0	0	39.3775
12	11	7	0	0	0	39.38
12	11	7	0	0	0	39.3825
12	11	7	0	0	0	39.385
12	11	7	0	0	0	39.3875
12	11	7	0	0	0	39.39
12	11	7	0	0	0	39.3925
12	11	7	0	0	0	39.395
12	11	7	0	0	0	39.3975
12	11	7	0	0	0	39.4
12	11	7	0	0	0	39.4025
12	11	7	0	0	0	39.405
12	11	7	0	0	0	39.4075
12	11	7	0	0	0	39.41
12	11	7	0	0	0	39.4125
12	11	7	0	0	0	39.415
12	11	7	0	0	0	39.4175
12	11	7	0	0	0	39.42
12	11	7	0	0	0	39.4225
12	11	7	0	0	0	39.425
12	12	7	1	0	0	39.4275
13	12	7	1	0	0	39.43
13	12	7	0	0	0	39.4325
13	12	7	0	0	0	39.435
12	13	7	0	0	0	39.4375
12	13	7	0	0	0	39.44
12	13	7	0	0	0	39.4425
12	13	7	0	0	0	39.445
12	13	7	0	0	0	39.4475
12	13	7	0	0	0	39.45
12	13	7	0	0	0	39.4525
12	13	7	0	0	0	39.455
12	13	7	0	0	0	39.4575
12	13	7	0	0	0	39.46
12	13	7	0	0	0	39.4625
12	13	7	0	0	0	39.465
12	12	8	0	0	0	39.4675
12	12	8	0	0	0	39.47
12	12	8	0	0	0	39.4725
12	12	8	0	0	0	39.475
12	12	8	0	0	0	39.4775
12	12	8	0	0	0	39.48
12	12	8	0	0	0	39.4825
12	12	7	0	1	0	39.485
12	11	8	0	0	0	39.4875
12	11	8	0	0	0	39.49
12	11	8	0	0	0	39.4925
12	11	8	0	0	0	39.495
12	11	8	0	0	0	39.4975
12	11	8	0	0	0	39.5
12	10	8	0	1	0	39.5025
12	10	8	0	0	0	39.505
12	10	8	0	0	0	39.5075
12	10	8	0	0	0	39.51
12	10	7	0	1	0	39.5125
12	10	7	0	0	0	39.515
12	10	7	0	0	0	39.5175
12	10	7	0	0	0	39.52
11	11	7	0	0	0	39.5225
11	11	7	0	0	0	39.525
11	11	7	0	0	0	39.5275
10	12	7	0	0	0	39.53
10	12	7	0	0	0	39.5325
10	12	7	0	0	0	39.535
10	12	7	0	0	0	39.5375
10	12	7	0	0	0	39.54
10	12	7	0	0	0	39.5425
10	12	7	0	0	0	39.545
10	12	7	0	0	0	39.5475
10	12	7	0	0	0	39.55
10	12	7	0	0	0	39.5525
10	12	7	0	0	0	39.555
10	12	7	0	0	0	39.5575
9	13	7	0	0	0	39.56
9	13	7	0	0	0	39.5625
9	13	7	0	0	0	39.565
9	13	7	0	0	0	39.5675
9	13	7	0	0	0	39.57
9	13	7	0	0	0	39.5725
9	13	7	0	0	0	39.575
10	13	7	1	0	0	39.5775
9	14	7	0	0	0	39.58
8	14	7	0	1	0	39.5825
8	14	7	0	0	0	39.585
8	14	7	0	0	0	39.5875
8	14	7	0	0	0	39.59
8	14	7	0	0	0	39.5925
9	14	6	0	0	0	39.595
9	14	6	0	0	0	39.5975
9	14	6	0	0	0	39.6
9	14	6	0	0	0	39.6025
9	14	6	0	0	0	39.605
9	14	6	0	0	0	39.6075
8	15	6	0	0	0	39.61
8	15	6	0	0	0	39.6125
8	15	6	0	0	0	39.615
8	15	6	0	0	0	39.6175
8	15	6	0	0	0	39.62
8	15	6	0	0	0	39.6225
8	15	6	0	0	0	39.625
8	15	6	0	0	0	39.6275
8	15	6	0	0	0	39.63
9	15	6	1	0	0	39.6325
9	15	6	0	0	0	39.635
9	15	6	0	0	0	39.6375
9	15	6	0	0	0	39.64
9	15	6	0	0	0	39.6425
9	15	6	0	0	0	39.645
9	15	6	0	0	0	39.6475
9	15	6	0	0	0	39.65
9	15	6	0	0	0	39.6525
9	15	6	0	0	0	39.655
9	15	6	0	0	0	39.6575
9	15	6	0	0	0	39.66
9	15	6	0	0	0	39.6625
9	15	6	0	0	0	39.665
9	15	6	0	0	0	39.6675
9	15	6	0	0	0	39.67
9	15	6	0	0	0	39.6725
10	15	6	1	0	0	39.675
10	15	6	0	0	0	39.6775
10	15	6	0	0	0	39.68
10	15	6	0	0	0	39.6825
10	15	6	0	0	0	39.685
10	15	6	0	0	0	39.6875
10	15	6	0	0	0	39.69
10	15	6	0	0	0	39.6925
10	15	6	0	0	0	39.695
10	15	6	0	0	0	39.6975
10	15	7	1	0	0	39.7
10	15	7	0	0	0	39.7025
10	15	7	0	0	0	39.705
10	15	7	0	0	0	39.7075
10	15	7	0	0	0	39.71
10	15	7	0	0	0	39.7125
10	15	7	0	0	0	39.715
10	15	7	0	0	0	39.7175
9	15	8	0	0	0	39.72
9	14	8	0	1	0	39.7225
9	14	8	0	0	0	39.725
9	14	8	0	0	0	39.7275
9	14	8	0	0	0	39.73
9	13	9	0	0	0	39.7325
9	12	9	0	0	1	39.735
9	12	9	0	0	0	39.7375
9	12	9	0	0	0	39.74
9	12	9	0	0	0	39.7425
9	12	9	0	0	0	39.745
8	12	10	0	0	0	39.7475
8	13	9	0	0	0	39.75
8	13	9	0	0	0	39.7525
8	13	9	0	0	0	39.755
8	13	9	0	0	0	39.7575
8	13	8	0	1	0	39.76
8	13	8	0	0	0	39.7625
8	13	8	0	0	0	39.765
8	13	8	0	0	0	39.7675
8	13	8	0	0	0	39.77
8	13	8	0	0	0	39.7725
8	13	8	0	0	0	39.775
8	13	8	0	0	0	39.7775
8	13	8	0	0	0	39.78
8	13	7	0	1	0	39.7825
8	13	7	0	0	0	39.785
8	14	7	1	0	0	39.7875
8	14	7	0	0	0	39.79
8	14	7	0	0	0	39.7925
8	14	7	0	0	0	39.795
8	14	7	0	0	0	39.7975
8	14	7	0	0	0	39.8
8	14	7	0	0	0	39.8025
8	14	7	0	0	0	39.805
8	14	7	0	0	0	39.8075
8	13	8	0	0	0	39.81
8	13	8	0	0	0	39.8125
8	13	8	0	0	0	39.815
8	13	8	0	0	0	39.8175
8	13	8	0	0	0	39.82
8	13	8	0	0	0	39.8225
8	13	8	0	0	0	39.825
9	13	8	1	0	0	39.8275
9	13	8	0	0	0	39.83
9	13	8	0	0	0	39.8325
9	13	8	0	0	0	39.835
9	13	8	0	0	0	39.8375
9	13	8	0	0	0	39.84
9	13	8	0	0	0	39.8425
9	13	8	0	0	0	39.845
9	13	8	0	0	0	39.8475
9	13	8	0	0	0	39.85
9	13	8	0	0	0	39.8525
9	13	8	0	0	0	39.855
9	13	8	0	0	0	39.8575
9	13	8	0	0	0	39.86
9	13	8	0	0	0	39.8625
9	13	8	0	0	0	39.865
9	13	8	0	0	0	39.8675
9	13	8	0	0	0	39.87
9	13	8	0	0	0	39.8725
9	13	8	0	0	0	39.875
9	13	8	0	0	0	39.8775
9	13	8	0	0	0	39.88
9	13	8	0	0	0	39.8825
9	13	8	0	0	0	39.885
9	13	8	0	0	0	39.8875
9	13	8	0	0	0	39.89
8	14	8	0	0	0	39.8925
8	14	8	0	0	0	39.895
8	14	8	0	0	0	39.8975
8	14	8	0	0	0	39.9
8	14	8	0	0	0	39.9025
8	14	8	0	0	0	39.905
8	14	8	0	0	0	39.9075
8	14	8	0	0	0	39.91
8	14	8	0	0	0	39.9125
8	14	8	0	0	0	39.915
8	14	8	0	0	0	39.9175
8	14	8	0	0	0	39.92
8	14	8	0	0	0	39.9225
8	14	8	0	0	0	39.925
8	14	8	0	0	0	39.9275
8	14	8	0	0	0	39.93
8	14	8	0	0	0	39.9325
8	14	8	0	0	0	39.935
9	14	7	0	0	0	39.9375
9	13	8	0	0	0	39.94
9	13	8	0	0	0	39.9425
11	13	7	1	0	0	39.945
10	14	7	0	0	0	39.9475
10	14	7	0	0	0	39.95
10	14	7	0	0	0	39.9525
10	14	7	0	0	0	39.955
10	14	7	0	0	0	39.9575
10	14	7	0	0	0	39.96
10	14	7	0	0	0	39.9625
10	14	7	0	0	0	39.965
10	14	7	0	0	0	39.9675
10	14	7	0	0	0	39.97
10	14	7	0	0	0	39.9725
10	14	7	0	0	0	39.975
10	14	7	0	0	0	39.9775
10	14	7	0	0	0	39.98
10	14	7	0	0	0	39.9825
10	14	7	0	0	0	39.985
10	14	7	0	0	0	39.9875
10	14	7	0	0	0	39.99
10	14	7	0	0	0	39.9925
10	14	7	0	0	0	39.995
10	14	7	0	0	0	39.9975
10	13	8	0	0	0	40
10	12	8	0	0	1	40.0025
11	12	8	1	0	0	40.005
10	13	8	0	0	0	40.0075
10	13	8	0	0	0	40.01
10	13	8	0	0	0	40.0125
10	13	8	0	0	0	40.015
10	13	8	0	0	0	40.0175
10	12	8	0	1	0	40.02
10	12	8	0	0	0	40.0225
10	12	8	0	0	0	40.025
10	12	8	0	0	0	40.0275
10	12	8	0	0	0	40.03
10	12	8	0	0	0	40.0325
10	12	8	0	0	0	40.035
10	12	8	0	0	0	40.0375
10	12	8	0	0	0	40.04
10	12	8	0	0	0	40.0425
10	12	8	0	0	0	40.045
10	12	8	0	0	0	40.0475
10	12	8	0	0	0	40.05
10	12	8	0	0	0	40.0525
10	11	9	0	0	0	40.055
9	12	9	0	0	0	40.0575
9	12	9	0	0	0	40.06
9	11	9	0	1	0	40.0625
9	11	9	0	0	0	40.065
9	11	9	0	0	0	40.0675
9	11	9	0	0	0	40.07
9	11	9	0	0	0	40.0725
9	11	9	0	0	0	40.075
9	11	9	0	0	0	40.0775
9	11	9	0	0	0	40.08
9	11	9	0	0	0	40.0825
9	11	9	0	0	0	40.085
9	11	9	0	0	0	40.0875
9	11	9	0	0	0	40.09
9	11	9	0	0	0	40.0925
9	11	9	0	0	0	40.095
9	11	9	0	0	0	40.0975
9	11	9	0	0	0	40.1
9	11	9	0	0	0	40.1025
9	11	9	0	0	0	40.105
9	10	10	0	0	0	40.1075
9	10	10	0	0	0	40.11
9	10	10	0	0	0	40.1125
9	10	10	0	0	0	40.115
9	9	11	0	0	0	40.1175
9	9	11	0	0	0	40.12
9	9	11	0	0	0	40.1225
9	9	11	0	0	0	40.125
9	9	11	0	0	0	40.1275
9	9	11	0	0	0	40.13
9	9	11	0	0	0	40.1325
9	9	11	0	0	0	40.135
9	9	11	0	0	0	40.1375
9	9	11	0	0	0	40.14
9	9	11	0	0	0	40.1425
9	9	11	0	0	0	40.145
9	9	11	0	0	0	40.1475
9	9	11	0	0	0	40.15
9	9	11	0	0	0	40.1525
9	8	11	0	1	0	40.155
9	8	11	0	0	0	40.1575
10	8	11	1	0	0	40.16
10	8	11	0	0	0	40.1625
10	8	11	0	0	0	40.165
10	8	11	0	0	0	40.1675
10	8	11	0	0	0	40.17
11	8	11	1	0	0	40.1725
10	9	11	0	0	0	40.175
10	9	11	0	0	0	40.1775
10	9	11	0	0	0	40.18
10	9	11	0	0	0	40.1825
10	9	11	0	0	0	40.185
9	10	11	0	0	0	40.1875
10	10	11	1	0	0	40.19
10	10	11	0	0	0	40.1925
10	10	11	0	0	0	40.195
10	10	11	0	0	0	40.1975
10	10	11	0	0	0	40.2
10	10	11	0	0	0	40.2025
10	10	11	0	0	0	40.205
10	10	11	0	0	0	40.2075
10	10	11	0	0	0	40.21
10	10	11	0	0	0	40.2125
10	10	11	0	0	0	40.215
10	10	11	0	0	0	40.2175
10	10	11	0	0	0	40.22
10	10	11	0	0	0	40.2225
10	10	11	0	0	0	40.225
10	10	11	0	0	0	40.2275
10	10	11	0	0	0	40.23
10	10	11	0	0	0	40.2325
10	10	11	0	0	0	40.235
10	10	11	0	0	0	40.2375
10	10	11	0	0	0	40.24
10	10	11	0	0	0	40.2425
10	10	11	0	0	0	40.245
10	10	11	0	0	0	40.2475
10	10	11	0	0	0	40.25
10	10	11	0	0	0	40.2525
10	10	11	0	0	0	40.255
10	10	11	0	0	0	40.2575
10	10	11	0	0	0	40.26
10	10	11	0	0	0	40.2625
10	10	11	0	0	0	40.265
11	10	11	1	0	0	40.2675
11	10	11	0	0	0	40.27
11	10	11	0	0	0	40.2725
11	10	11	0	0	0	40.275
11	10	11	0	0	0	40.2775
11	10	11	0	0	0	40.28
11	10	11	0	0	0	40.2825
11	10	11	0	0	0	40.285
11	10	11	0	0	0	40.2875
11	10	11	0	0	0	40.29
11	10	11	0	0	0	40.2925
11	10	11	0	0	0	40.295
11	10	11	0	0	0	40.2975
11	10	11	0	0	0	40.3
11	10	11	0	0	0	40.3025
11	10	11	0	0	0	40.305
11	10	11	0	0	0	40.3075
11	10	11	0	0	0	40.31
12	10	11	1	0	0	40.3125
12	10	11	0	0	0	40.315
12	10	11	0	0	0	40.3175
13	10	10	0	0	0	40.32
13	10	10	0	0	0	40.3225
12	11	10	0	0	0	40.325
12	11	10	0	0	0	40.3275
12	11	10	0	0	0	40.33
12	11	10	0	0	0	40.3325
12	11	10	0	0	0	40.335
12	11	10	0	0	0	40.3375
12	11	10	0	0	0	40.34
12	11	10	0	0	0	40.3425
12	11	10	0	0	0	40.345
13	11	9	0	0	0	40.3475
12	12	9	0	0	0	40.35
10	14	9	0	0	0	40.3525
10	14	8	0	1	0	40.355
10	14	8	0	0	0	40.3575
10	14	8	0	0	0	40.36
10	14	8	0	0	0	40.3625
10	13	9	0	0	0	40.365
10	13	9	0	0	0	40.3675
10	13	9	0	0	0	40.37
10	13	9	0	0	0	40.3725
10	13	9	0	0	0	40.375
10	12	10	0	0	0	40.3775
9	13	10	0	0	0	40.38
9	13	10	0	0	0	40.3825
9	13	10	0	0	0	40.385
9	13	10	0	0	0	40.3875
8	14	10	0	0	0	40.39
8	14	10	0	0	0	40.3925
8	14	10	0	0	0	40.395
8	14	10	0	0	0	40.3975
8	14	10	0	0	0	40.4
8	14	10	0	0	0	40.4025
8	14	10	0	0	0	40.405
8	14	10	0	0	0	40.4075
8	14	10	0	0	0	40.41
8	14	10	0	0	0	40.4125
8	13	10	0	0	1	40.415
8	13	10	0	0	0	40.4175
8	13	10	0	0	0	40.42
8	13	10	0	0	0	40.4225
8	13	10	0	0	0	40.425
8	13	10	0	0	0	40.4275
8	13	10	0	0	0	40.43
8	13	10	0	0	0	40.4325
8	13	10	0	0	0	40.435
8	12	11	0	0	0	40.4375
8	12	11	0	0	0	40.44
8	12	11	0	0	0	40.4425
8	12	11	0	0	0	40.445
8	12	11	0	0	0	40.4475
8	12	11	0	0	0	40.45
8	12	11	0	0	0	40.4525
8	12	11	0	0	0	40.455
8	12	11	0	0	0	40.4575
8	12	11	0	0	0	40.46
