S	I	R	t
157	63	180	1.62625
157	62	181	1.6275
157	62	181	1.62875
157	62	181	1.63
157	62	181	1.63125
157	62	181	1.6325
157	62	181	1.63375
157	62	181	1.635
157	62	181	1.63625
157	62	181	1.6375
157	62	181	1.63875
157	62	181	1.64
157	62	181	1.64125
157	62	181	1.6425
157	62	181	1.64375
157	62	181	1.645
157	62	181	1.64625
156	63	181	1.6475
157	63	180	1.64875
157	63	180	1.65
156	64	180	1.65125
156	64	180	1.6525
156	64	180	1.65375
156	64	180	1.655
154	66	180	1.65625
154	66	180	1.6575
154	66	180	1.65875
154	66	180	1.66
155	66	179	1.66125
156	66	178	1.6625
156	66	178	1.66375
156	66	178	1.665
156	66	178	1.66625
155	67	178	1.6675
154	67	179	1.66875
154	67	179	1.67
154	67	179	1.67125
154	66	180	1.6725
154	66	180	1.67375
154	66	180	1.675
154	66	180	1.67625
154	66	180	1.6775
154	66	180	1.67875
153	67	180	1.68
153	66	181	1.68125
153	65	182	1.6825
153	65	182	1.68375
153	65	182	1.685
153	65	182	1.68625
153	65	182	1.6875
154	65	181	1.68875
153	66	181	1.69
153	65	182	1.69125
152	66	182	1.6925
152	66	182	1.69375
153	66	181	1.695
153	66	181	1.69625
153	66	181	1.6975
153	66	181	1.69875
153	66	181	1.7
153	66	181	1.70125
154	66	180	1.7025
154	66	180	1.70375
154	65	181	1.705
154	64	182	1.70625
154	64	182	1.7075
153	65	182	1.70875
153	65	182	1.71
153	65	182	1.71125
153	64	183	1.7125
154	64	182	1.71375
153	65	182	1.715
153	65	182	1.71625
153	65	182	1.7175
153	64	183	1.71875
153	63	184	1.72
153	62	185	1.72125
153	62	185	1.7225
153	62	185	1.72375
153	62	185	1.725
153	62	185	1.72625
152	63	185	1.7275
153	63	184	1.72875
153	62	185	1.73
153	62	185	1.73125
152	63	185	1.7325
152	63	185	1.73375
152	63	185	1.735
152	63	185	1.73625
152	63	185	1.7375
152	63	185	1.73875
152	63	185	1.74
152	63	185	1.74125
152	62	186	1.7425
152	62	186	1.74375
151	63	186	1.745
151	62	187	1.74625
152	62	186	1.7475
152	62	186	1.74875
152	61	187	1.75
152	61	187	1.75125
153	61	186	1.7525
152	61	187	1.75375
153	61	186	1.755
153	61	186	1.75625
154	61	185	1.7575
154	61	185	1.75875
154	61	185	1.76
154	60	186	1.76125
154	60	186	1.7625
153	61	186	1.76375
153	61	186	1.765
153	61	186	1.76625
153	61	186	1.7675
153	61	186	1.76875
153	61	186	1.77
153	61	186	1.77125
153	61	186	1.7725
153	60	187	1.77375
153	60	187	1.775
152	61	187	1.77625
152	60	188	1.7775
152	60	188	1.77875
152	60	188	1.78
152	60	188	1.78125
152	60	188	1.7825
152	60	188	1.78375
152	60	188	1.785
152	60	188	1.78625
152	60	188	1.7875
152	60	188	1.78875
152	61	187	1.79
152	61	187	1.79125
151	62	187	1.7925
151	61	188	1.79375
149	63	188	1.795
150	63	187	1.79625
150	63	187	1.7975
150	63	187	1.79875
151	63	186	1.8
152	63	185	1.80125
151	64	185	1.8025
152	64	184	1.80375
152	62	186	1.805
152	62	186	1.80625
151	63	186	1.8075
151	63	186	1.80875
152	63	185	1.81
152	63	185	1.81125
152	63	185	1.8125
152	62	186	1.81375
152	62	186	1.815
152	62	186	1.81625
152	62	186	1.8175
152	61	187	1.81875
152	61	187	1.82
152	61	187	1.82125
152	61	187	1.8225
152	60	188	1.82375
152	60	188	1.825
151	61	188	1.82625
151	61	188	1.8275
151	61	188	1.82875
151	61	188	1.83
151	61	188	1.83125
151	61	188	1.8325
151	61	188	1.83375
152	61	187	1.835
153	60	187	1.83625
153	59	188	1.8375
153	59	188	1.83875
153	59	188	1.84
153	59	188	1.84125
153	59	188	1.8425
153	59	188	1.84375
153	58	189	1.845
153	58	189	1.84625
153	58	189	1.8475
153	58	189	1.84875
153	58	189	1.85
153	58	189	1.85125
154	58	188	1.8525
154	58	188	1.85375
154	58	188	1.855
154	58	188	1.85625
154	58	188	1.8575
154	58	188	1.85875
154	58	188	1.86
154	58	188	1.86125
154	58	188	1.8625
154	58	188	1.86375
155	57	188	1.865
155	57	188	1.86625
155	56	189	1.8675
155	56	189	1.86875
155	56	189	1.87
155	56	189	1.87125
155	56	189	1.8725
155	56	189	1.87375
155	56	189	1.875
154	57	189	1.87625
154	57	189	1.8775
154	57	189	1.87875
154	56	190	1.88
154	55	191	1.88125
154	55	191	1.8825
154	56	190	1.88375
154	56	190	1.885
154	56	190	1.88625
154	56	190	1.8875
154	56	190	1.88875
154	56	190	1.89
153	57	190	1.89125
153	57	190	1.8925
153	55	192	1.89375
153	55	192	1.895
154	55	191	1.89625
154	55	191	1.8975
154	55	191	1.89875
153	56	191	1.9
154	55	191	1.90125
154	55	191	1.9025
154	55	191	1.90375
154	55	191	1.905
154	55	191	1.90625
153	56	191	1.9075
153	56	191	1.90875
153	56	191	1.91
153	55	192	1.91125
153	53	194	1.9125
153	53	194	1.91375
153	53	194	1.915
153	53	194	1.91625
153	53	194	1.9175
153	53	194	1.91875
153	53	194	1.92
153	53	194	1.92125
153	52	195	1.9225
153	52	195	1.92375
153	52	195	1.925
153	52	195	1.92625
153	52	195	1.9275
152	53	195	1.92875
152	53	195	1.93
152	53	195	1.93125
152	53	195	1.9325
152	53	195	1.93375
152	54	194	1.935
152	54	194	1.93625
152	54	194	1.9375
152	54	194	1.93875
152	54	194	1.94
152	54	194	1.94125
153	54	193	1.9425
153	54	193	1.94375
153	54	193	1.945
153	54	193	1.94625
153	53	194	1.9475
153	53	194	1.94875
154	53	193	1.95
154	53	193	1.95125
154	53	193	1.9525
153	53	194	1.95375
153	53	194	1.955
153	53	194	1.95625
154	53	193	1.9575
153	53	194	1.95875
153	53	194	1.96
153	52	195	1.96125
153	52	195	1.9625
153	52	195	1.96375
154	52	194	1.965
154	52	194	1.96625
155	52	193	1.9675
155	52	193	1.96875
155	52	193	1.97
155	52	193	1.97125
155	52	193	1.9725
155	52	193	1.97375
155	52	193	1.975
156	52	192	1.97625
156	52	192	1.9775
156	52	192	1.97875
157	52	191	1.98
157	51	192	1.98125
157	51	192	1.9825
157	50	193	1.98375
157	50	193	1.985
157	50	193	1.98625
157	50	193	1.9875
157	50	193	1.98875
157	50	193	1.99
155	52	193	1.99125
156	51	193	1.9925
156	51	193	1.99375
156	51	193	1.995
155	52	193	1.99625
155	51	194	1.9975
156	51	193	1.99875
156	51	193	2
156	51	193	2.00125
156	51	193	2.0025
155	51	194	2.00375
155	51	194	2.005
155	51	194	2.00625
155	50	195	2.0075
155	50	195	2.00875
155	50	195	2.01
155	50	195	2.01125
155	50	195	2.0125
155	50	195	2.01375
155	50	195	2.015
155	50	195	2.01625
155	50	195	2.0175
155	50	195	2.01875
155	50	195	2.02
155	50	195	2.02125
155	50	195	2.0225
154	50	196	2.02375
154	50	196	2.025
154	50	196	2.02625
155	50	195	2.0275
155	50	195	2.02875
155	50	195	2.03
155	50	195	2.03125
157	50	193	2.0325
157	50	193	2.03375
157	49	194	2.035
157	49	194	2.03625
157	49	194	2.0375
157	49	194	2.03875
157	49	194	2.04
157	48	195	2.04125
157	48	195	2.0425
157	48	195	2.04375
157	48	195	2.045
157	48	195	2.04625
157	48	195	2.0475
157	48	195	2.04875
157	48	195	2.05
158	48	194	2.05125
157	49	194	2.0525
157	49	194	2.05375
157	49	194	2.055
157	49	194	2.05625
158	49	193	2.0575
157	49	194	2.05875
158	49	193	2.06
158	49	193	2.06125
157	50	193	2.0625
157	50	193	2.06375
157	50	193	2.065
157	50	193	2.06625
157	50	193	2.0675
157	50	193	2.06875
156	51	193	2.07
156	51	193	2.07125
156	51	193	2.0725
155	52	193	2.07375
155	52	193	2.075
155	51	194	2.07625
155	51	194	2.0775
155	51	194	2.07875
155	51	194	2.08
155	51	194	2.08125
155	51	194	2.0825
155	51	194	2.08375
155	51	194	2.085
155	51	194	2.08625
155	51	194	2.0875
155	51	194	2.08875
155	51	194	2.09
155	51	194	2.09125
155	51	194	2.0925
155	51	194	2.09375
156	51	193	2.095
156	51	193	2.09625
155	52	193	2.0975
155	52	193	2.09875
155	52	193	2.1
154	53	193	2.10125
154	53	193	2.1025
154	53	193	2.10375
153	54	193	2.105
153	54	193	2.10625
153	54	193	2.1075
152	55	193	2.10875
152	55	193	2.11
152	55	193	2.11125
152	53	195	2.1125
152	53	195	2.11375
152	53	195	2.115
152	53	195	2.11625
152	53	195	2.1175
151	54	195	2.11875
151	54	195	2.12
151	54	195	2.12125
151	54	195	2.1225
151	54	195	2.12375
151	54	195	2.125
151	53	196	2.12625
151	53	196	2.1275
151	53	196	2.12875
152	53	195	2.13
152	53	195	2.13125
150	55	195	2.1325
150	55	195	2.13375
150	54	196	2.135
150	53	197	2.13625
150	52	198	2.1375
151	52	197	2.13875
151	51	198	2.14
152	51	197	2.14125
152	51	197	2.1425
152	50	198	2.14375
151	51	198	2.145
152	51	197	2.14625
153	51	196	2.1475
153	51	196	2.14875
153	50	197	2.15
153	50	197	2.15125
153	50	197	2.1525
153	50	197	2.15375
153	50	197	2.155
153	50	197	2.15625
153	50	197	2.1575
152	51	197	2.15875
152	51	197	2.16
152	51	197	2.16125
153	50	197	2.1625
153	50	197	2.16375
153	50	197	2.165
153	50	197	2.16625
153	50	197	2.1675
154	49	197	2.16875
154	49	197	2.17
154	49	197	2.17125
154	49	197	2.1725
154	49	197	2.17375
153	50	197	2.175
153	50	197	2.17625
152	51	197	2.1775
152	51	197	2.17875
152	51	197	2.18
152	51	197	2.18125
152	51	197	2.1825
152	50	198	2.18375
152	50	198	2.185
152	50	198	2.18625
153	50	197	2.1875
153	50	197	2.18875
153	50	197	2.19
153	50	197	2.19125
152	51	197	2.1925
152	51	197	2.19375
152	51	197	2.195
152	51	197	2.19625
152	51	197	2.1975
152	51	197	2.19875
152	51	197	2.2
152	51	197	2.20125
152	51	197	2.2025
152	51	197	2.20375
152	51	197	2.205
152	51	197	2.20625
152	51	197	2.2075
153	51	196	2.20875
153	51	196	2.21
153	51	196	2.21125
153	51	196	2.2125
153	51	196	2.21375
153	51	196	2.215
153	51	196	2.21625
153	51	196	2.2175
153	51	196	2.21875
152	52	196	2.22
152	52	196	2.22125
152	52	196	2.2225
152	51	197	2.22375
152	50	198	2.225
152	50	198	2.22625
152	50	198	2.2275
152	50	198	2.22875
151	50	199	2.23
151	50	199	2.23125
150	51	199	2.2325
150	51	199	2.23375
150	51	199	2.235
150	51	199	2.23625
150	50	200	2.2375
150	50	200	2.23875
150	49	201	2.24
150	49	201	2.24125
149	50	201	2.2425
149	50	201	2.24375
149	50	201	2.245
149	50	201	2.24625
149	50	201	2.2475
149	49	202	2.24875
149	49	202	2.25
147	51	202	2.25125
146	52	202	2.2525
146	52	202	2.25375
146	52	202	2.255
145	52	203	2.25625
145	52	203	2.2575
144	53	203	2.25875
144	52	204	2.26
143	53	204	2.26125
142	54	204	2.2625
142	53	205	2.26375
142	53	205	2.265
142	53	205	2.26625
142	53	205	2.2675
142	53	205	2.26875
142	53	205	2.27
142	53	205	2.27125
142	53	205	2.2725
141	54	205	2.27375
141	54	205	2.275
141	54	205	2.27625
142	54	204	2.2775
142	54	204	2.27875
142	54	204	2.28
141	55	204	2.28125
141	55	204	2.2825
141	54	205	2.28375
140	54	206	2.285
140	54	206	2.28625
140	54	206	2.2875
140	54	206	2.28875
140	53	207	2.29
140	53	207	2.29125
140	53	207	2.2925
140	53	207	2.29375
140	53	207	2.295
140	52	208	2.29625
140	52	208	2.2975
140	52	208	2.29875
140	52	208	2.3
139	53	208	2.30125
140	52	208	2.3025
140	52	208	2.30375
141	52	207	2.305
141	52	207	2.30625
141	52	207	2.3075
141	52	207	2.30875
141	53	206	2.31
141	53	206	2.31125
141	52	207	2.3125
141	52	207	2.31375
141	52	207	2.315
141	52	207	2.31625
141	52	207	2.3175
142	52	206	2.31875
143	52	205	2.32
143	52	205	2.32125
143	52	205	2.3225
143	52	205	2.32375
143	52	205	2.325
143	51	206	2.32625
143	51	206	2.3275
142	52	206	2.32875
142	50	208	2.33
142	50	208	2.33125
142	50	208	2.3325
142	50	208	2.33375
142	50	208	2.335
142	49	209	2.33625
141	49	210	2.3375
140	50	210	2.33875
140	50	210	2.34
140	50	210	2.34125
140	50	210	2.3425
140	50	210	2.34375
140	49	211	2.345
140	49	211	2.34625
140	49	211	2.3475
140	49	211	2.34875
140	49	211	2.35
140	49	211	2.35125
141	49	210	2.3525
140	49	211	2.35375
140	49	211	2.355
141	49	210	2.35625
141	49	210	2.3575
141	49	210	2.35875
141	49	210	2.36
142	48	210	2.36125
142	48	210	2.3625
142	48	210	2.36375
142	47	211	2.365
142	47	211	2.36625
142	47	211	2.3675
141	48	211	2.36875
142	48	210	2.37
142	48	210	2.37125
142	48	210	2.3725
142	48	210	2.37375
142	48	210	2.375
144	48	208	2.37625
144	48	208	2.3775
144	48	208	2.37875
143	48	209	2.38
143	48	209	2.38125
143	48	209	2.3825
143	48	209	2.38375
143	48	209	2.385
143	48	209	2.38625
143	48	209	2.3875
144	48	208	2.38875
144	48	208	2.39
144	48	208	2.39125
143	49	208	2.3925
143	49	208	2.39375
142	50	208	2.395
142	49	209	2.39625
143	49	208	2.3975
143	49	208	2.39875
143	49	208	2.4
143	49	208	2.40125
143	48	209	2.4025
144	47	209	2.40375
144	47	209	2.405
144	47	209	2.40625
145	47	208	2.4075
145	47	208	2.40875
145	47	208	2.41
145	47	208	2.41125
145	47	208	2.4125
145	47	208	2.41375
145	47	208	2.415
145	47	208	2.41625
145	47	208	2.4175
145	47	208	2.41875
145	47	208	2.42
143	49	208	2.42125
143	49	208	2.4225
142	50	208	2.42375
142	50	208	2.425
142	50	208	2.42625
142	50	208	2.4275
142	49	209	2.42875
142	49	209	2.43
142	49	209	2.43125
142	49	209	2.4325
142	49	209	2.43375
142	49	209	2.435
142	49	209	2.43625
142	49	209	2.4375
142	49	209	2.43875
142	49	209	2.44
142	49	209	2.44125
142	49	209	2.4425
142	49	209	2.44375
142	49	209	2.445
142	49	209	2.44625
142	49	209	2.4475
142	48	210	2.44875
142	48	210	2.45
142	48	210	2.45125
142	48	210	2.4525
143	48	209	2.45375
143	48	209	2.455
143	46	211	2.45625
144	46	210	2.4575
144	46	210	2.45875
144	45	211	2.46
144	45	211	2.46125
144	45	211	2.4625
144	45	211	2.46375
144	44	212	2.465
144	44	212	2.46625
144	44	212	2.4675
144	44	212	2.46875
144	43	213	2.47
144	43	213	2.47125
144	43	213	2.4725
143	44	213	2.47375
142	45	213	2.475
142	45	213	2.47625
143	45	212	2.4775
142	46	212	2.47875
142	46	212	2.48
141	47	212	2.48125
141	46	213	2.4825
142	46	212	2.48375
142	46	212	2.485
142	46	212	2.48625
142	46	212	2.4875
141	47	212	2.48875
141	47	212	2.49
141	47	212	2.49125
141	46	213	2.4925
142	45	213	2.49375
142	44	214	2.495
142	44	214	2.49625
143	44	213	2.4975
143	44	213	2.49875
144	44	212	2.5
144	44	212	2.50125
145	44	211	2.5025
145	44	211	2.50375
145	44	211	2.505
145	44	211	2.50625
146	44	210	2.5075
146	44	210	2.50875
146	44	210	2.51
146	44	210	2.51125
146	44	210	2.5125
146	43	211	2.51375
146	43	211	2.515
146	43	211	2.51625
146	42	212	2.5175
147	42	211	2.51875
147	42	211	2.52
147	42	211	2.52125
147	42	211	2.5225
147	42	211	2.52375
148	42	210	2.525
148	42	210	2.52625
148	41	211	2.5275
148	41	211	2.52875
147	42	211	2.53
146	43	211	2.53125
146	43	211	2.5325
146	43	211	2.53375
146	43	211	2.535
146	43	211	2.53625
146	43	211	2.5375
146	43	211	2.53875
147	43	210	2.54
147	43	210	2.54125
147	43	210	2.5425
147	43	210	2.54375
146	44	210	2.545
146	43	211	2.54625
146	43	211	2.5475
146	43	211	2.54875
146	43	211	2.55
146	43	211	2.55125
146	43	211	2.5525
145	44	211	2.55375
145	44	211	2.555
145	44	211	2.55625
145	44	211	2.5575
145	44	211	2.55875
145	43	212	2.56
144	44	212	2.56125
144	44	212	2.5625
144	44	212	2.56375
144	44	212	2.565
143	45	212	2.56625
143	45	212	2.5675
143	45	212	2.56875
143	45	212	2.57
143	45	212	2.57125
143	45	212	2.5725
142	46	212	2.57375
143	46	211	2.575
143	46	211	2.57625
143	46	211	2.5775
143	46	211	2.57875
142	47	211	2.58
143	47	210	2.58125
143	47	210	2.5825
142	48	210	2.58375
142	48	210	2.585
142	48	210	2.58625
141	49	210	2.5875
141	49	210	2.58875
141	49	210	2.59
141	49	210	2.59125
141	49	210	2.5925
142	49	209	2.59375
142	49	209	2.595
141	50	209	2.59625
142	50	208	2.5975
142	49	209	2.59875
142	49	209	2.6
142	49	209	2.60125
142	49	209	2.6025
141	49	210	2.60375
143	49	208	2.605
143	49	208	2.60625
142	50	208	2.6075
142	50	208	2.60875
142	50	208	2.61
144	49	207	2.61125
145	49	206	2.6125
145	49	206	2.61375
145	48	207	2.615
145	48	207	2.61625
145	48	207	2.6175
145	48	207	2.61875
145	48	207	2.62
145	48	207	2.62125
144	49	207	2.6225
144	48	208	2.62375
144	48	208	2.625
145	48	207	2.62625
146	48	206	2.6275
147	48	205	2.62875
147	48	205	2.63
147	48	205	2.63125
148	48	204	2.6325
148	48	204	2.63375
149	48	203	2.635
150	49	201	2.63625
150	49	201	2.6375
150	49	201	2.63875
150	49	201	2.64
150	49	201	2.64125
150	49	201	2.6425
150	48	202	2.64375
150	48	202	2.645
151	48	201	2.64625
151	48	201	2.6475
151	48	201	2.64875
151	48	201	2.65
151	48	201	2.65125
151	48	201	2.6525
151	48	201	2.65375
151	48	201	2.655
151	48	201	2.65625
151	48	201	2.6575
152	48	200	2.65875
152	48	200	2.66
152	48	200	2.66125
152	48	200	2.6625
152	48	200	2.66375
151	48	201	2.665
151	47	202	2.66625
151	47	202	2.6675
151	47	202	2.66875
151	47	202	2.67
151	48	201	2.67125
151	48	201	2.6725
151	48	201	2.67375
151	48	201	2.675
151	48	201	2.67625
152	48	200	2.6775
152	48	200	2.67875
152	48	200	2.68
152	48	200	2.68125
152	48	200	2.6825
154	48	198	2.68375
154	47	199	2.685
154	47	199	2.68625
154	47	199	2.6875
154	47	199	2.68875
154	47	199	2.69
154	47	199	2.69125
154	47	199	2.6925
154	47	199	2.69375
154	47	199	2.695
155	47	198	2.69625
155	47	198	2.6975
155	47	198	2.69875
156	47	197	2.7
156	47	197	2.70125
156	47	197	2.7025
156	46	198	2.70375
156	45	199	2.705
156	45	199	2.70625
157	45	198	2.7075
157	45	198	2.70875
157	45	198	2.71
157	45	198	2.71125
158	45	197	2.7125
158	45	197	2.71375
158	45	197	2.715
158	44	198	2.71625
157	45	198	2.7175
157	45	198	2.71875
157	45	198	2.72
157	45	198	2.72125
157	45	198	2.7225
157	45	198	2.72375
157	45	198	2.725
157	45	198	2.72625
157	45	198	2.7275
156	46	198	2.72875
158	45	197	2.73
158	45	197	2.73125
159	45	196	2.7325
159	45	196	2.73375
159	45	196	2.735
159	45	196	2.73625
159	45	196	2.7375
159	44	197	2.73875
159	44	197	2.74
159	44	197	2.74125
159	43	198	2.7425
159	43	198	2.74375
159	43	198	2.745
159	43	198	2.74625
159	42	199	2.7475
160	42	198	2.74875
160	42	198	2.75
160	42	198	2.75125
160	42	198	2.7525
161	42	197	2.75375
161	42	197	2.755
161	42	197	2.75625
162	42	196	2.7575
162	42	196	2.75875
162	42	196	2.76
162	42	196	2.76125
164	41	195	2.7625
164	41	195	2.76375
164	41	195	2.765
165	41	194	2.76625
164	42	194	2.7675
164	42	194	2.76875
164	42	194	2.77
164	42	194	2.77125
164	42	194	2.7725
164	42	194	2.77375
164	42	194	2.775
164	43	193	2.77625
164	43	193	2.7775
164	43	193	2.77875
165	43	192	2.78
166	42	192	2.78125
166	42	192	2.7825
166	42	192	2.78375
166	42	192	2.785
166	42	192	2.78625
166	42	192	2.7875
166	41	193	2.78875
166	41	193	2.79
166	40	194	2.79125
166	40	194	2.7925
166	40	194	2.79375
166	40	194	2.795
166	40	194	2.79625
166	40	194	2.7975
166	39	195	2.79875
166	39	195	2.8
166	39	195	2.80125
166	39	195	2.8025
166	39	195	2.80375
166	39	195	2.805
166	39	195	2.80625
166	39	195	2.8075
166	39	195	2.80875
166	39	195	2.81
166	39	195	2.81125
166	39	195	2.8125
166	39	195	2.81375
166	39	195	2.815
166	39	195	2.81625
166	39	195	2.8175
166	39	195	2.81875
165	40	195	2.82
165	40	195	2.82125
165	40	195	2.8225
165	40	195	2.82375
165	40	195	2.825
165	40	195	2.82625
165	40	195	2.8275
165	40	195	2.82875
165	40	195	2.83
165	40	195	2.83125
165	40	195	2.8325
165	39	196	2.83375
165	39	196	2.835
165	38	197	2.83625
165	38	197	2.8375
165	37	198	2.83875
164	38	198	2.84
164	38	198	2.84125
164	38	198	2.8425
163	38	199	2.84375
163	38	199	2.845
163	38	199	2.84625
163	38	199	2.8475
163	38	199	2.84875
163	38	199	2.85
163	38	199	2.85125
163	38	199	2.8525
163	37	200	2.85375
163	36	201	2.855
163	36	201	2.85625
163	36	201	2.8575
163	35	202	2.85875
164	35	201	2.86
164	35	201	2.86125
164	35	201	2.8625
164	34	202	2.86375
164	34	202	2.865
164	33	203	2.86625
165	33	202	2.8675
165	33	202	2.86875
165	33	202	2.87
166	33	201	2.87125
166	33	201	2.8725
167	33	200	2.87375
167	33	200	2.875
167	33	200	2.87625
166	34	200	2.8775
166	34	200	2.87875
166	34	200	2.88
166	34	200	2.88125
166	34	200	2.8825
167	34	199	2.88375
167	34	199	2.885
166	35	199	2.88625
166	35	199	2.8875
166	35	199	2.88875
166	35	199	2.89
167	35	198	2.89125
167	35	198	2.8925
167	35	198	2.89375
168	34	198	2.895
168	34	198	2.89625
168	33	199	2.8975
168	33	199	2.89875
169	33	198	2.9
168	34	198	2.90125
168	34	198	2.9025
167	35	198	2.90375
167	35	198	2.905
167	35	198	2.90625
167	35	198	2.9075
167	35	198	2.90875
168	35	197	2.91
168	35	197	2.91125
169	35	196	2.9125
169	35	196	2.91375
169	35	196	2.915
168	36	196	2.91625
168	36	196	2.9175
169	36	195	2.91875
169	36	195	2.92
169	36	195	2.92125
169	36	195	2.9225
169	36	195	2.92375
169	36	195	2.925
169	36	195	2.92625
169	36	195	2.9275
169	36	195	2.92875
169	36	195	2.93
169	36	195	2.93125
169	35	196	2.9325
169	36	195	2.93375
169	36	195	2.935
169	36	195	2.93625
169	36	195	2.9375
169	36	195	2.93875
169	36	195	2.94
168	37	195	2.94125
168	36	196	2.9425
168	36	196	2.94375
167	37	196	2.945
167	37	196	2.94625
167	37	196	2.9475
167	37	196	2.94875
167	37	196	2.95
167	37	196	2.95125
167	37	196	2.9525
167	37	196	2.95375
167	37	196	2.955
167	37	196	2.95625
168	37	195	2.9575
168	37	195	2.95875
169	37	194	2.96
169	37	194	2.96125
169	36	195	2.9625
169	35	196	2.96375
170	35	195	2.965
170	35	195	2.96625
170	34	196	2.9675
170	34	196	2.96875
170	33	197	2.97
170	32	198	2.97125
170	32	198	2.9725
170	32	198	2.97375
170	32	198	2.975
170	32	198	2.97625
170	32	198	2.9775
170	32	198	2.97875
171	32	197	2.98
171	32	197	2.98125
171	33	196	2.9825
171	31	198	2.98375
171	31	198	2.985
171	31	198	2.98625
171	31	198	2.9875
170	32	198	2.98875
170	32	198	2.99
170	32	198	2.99125
171	32	197	2.9925
171	32	197	2.99375
171	32	197	2.995
171	32	197	2.99625
171	32	197	2.9975
171	32	197	2.99875
171	32	197	3
171	32	197	3.00125
171	32	197	3.0025
171	32	197	3.00375
171	32	197	3.005
171	32	197	3.00625
171	32	197	3.0075
172	32	196	3.00875
172	32	196	3.01
172	32	196	3.01125
172	32	196	3.0125
173	32	195	3.01375
175	32	193	3.015
175	32	193	3.01625
175	32	193	3.0175
175	32	193	3.01875
176	32	192	3.02
176	32	192	3.02125
177	32	191	3.0225
177	32	191	3.02375
177	32	191	3.025
177	32	191	3.02625
177	32	191	3.0275
177	32	191	3.02875
177	32	191	3.03
178	32	190	3.03125
178	32	190	3.0325
178	32	190	3.03375
178	32	190	3.035
178	32	190	3.03625
178	32	190	3.0375
177	33	190	3.03875
177	33	190	3.04
177	33	190	3.04125
177	33	190	3.0425
177	33	190	3.04375
177	32	191	3.045
176	33	191	3.04625
176	33	191	3.0475
176	33	191	3.04875
176	33	191	3.05
176	33	191	3.05125
176	33	191	3.0525
177	33	190	3.05375
177	33	190	3.055
176	34	190	3.05625
176	34	190	3.0575
176	34	190	3.05875
176	34	190	3.06
176	34	190	3.06125
176	34	190	3.0625
176	34	190	3.06375
176	34	190	3.065
176	34	190	3.06625
176	34	190	3.0675
176	34	190	3.06875
176	34	190	3.07
177	34	189	3.07125
177	34	189	3.0725
178	34	188	3.07375
178	34	188	3.075
178	34	188	3.07625
178	34	188	3.0775
178	34	188	3.07875
178	34	188	3.08
178	34	188	3.08125
178	33	189	3.0825
178	33	189	3.08375
178	32	190	3.085
178	32	190	3.08625
179	31	190	3.0875
179	31	190	3.08875
179	31	190	3.09
179	30	191	3.09125
179	30	191	3.0925
179	30	191	3.09375
179	30	191	3.095
179	30	191	3.09625
179	30	191	3.0975
179	30	191	3.09875
179	30	191	3.1
179	30	191	3.10125
179	30	191	3.1025
179	30	191	3.10375
179	30	191	3.105
179	30	191	3.10625
179	30	191	3.1075
179	29	192	3.10875
179	29	192	3.11
181	28	191	3.11125
181	28	191	3.1125
181	28	191	3.11375
181	28	191	3.115
181	28	191	3.11625
181	28	191	3.1175
181	28	191	3.11875
181	28	191	3.12
181	28	191	3.12125
181	28	191	3.1225
181	28	191	3.12375
182	28	190	3.125
183	28	189	3.12625
184	28	188	3.1275
184	28	188	3.12875
184	28	188	3.13
184	27	189	3.13125
184	27	189	3.1325
183	27	190	3.13375
183	26	191	3.135
183	26	191	3.13625
183	26	191	3.1375
184	26	190	3.13875
184	26	190	3.14
184	26	190	3.14125
184	25	191	3.1425
184	25	191	3.14375
184	25	191	3.145
184	25	191	3.14625
184	25	191	3.1475
185	25	190	3.14875
185	25	190	3.15
185	25	190	3.15125
185	25	190	3.1525
185	25	190	3.15375
185	25	190	3.155
185	25	190	3.15625
185	24	191	3.1575
185	24	191	3.15875
185	23	192	3.16
185	23	192	3.16125
185	23	192	3.1625
185	23	192	3.16375
185	23	192	3.165
185	23	192	3.16625
185	23	192	3.1675
185	22	193	3.16875
185	22	193	3.17
185	22	193	3.17125
185	22	193	3.1725
185	22	193	3.17375
185	22	193	3.175
186	22	192	3.17625
187	22	191	3.1775
187	22	191	3.17875
187	22	191	3.18
187	22	191	3.18125
187	22	191	3.1825
187	22	191	3.18375
187	22	191	3.185
188	22	190	3.18625
188	22	190	3.1875
188	22	190	3.18875
188	22	190	3.19
188	22	190	3.19125
188	22	190	3.1925
188	22	190	3.19375
188	22	190	3.195
188	22	190	3.19625
188	22	190	3.1975
188	22	190	3.19875
188	22	190	3.2
188	22	190	3.20125
188	22	190	3.2025
188	22	190	3.20375
189	22	189	3.205
189	22	189	3.20625
189	22	189	3.2075
189	22	189	3.20875
189	22	189	3.21
189	22	189	3.21125
189	22	189	3.2125
189	21	190	3.21375
189	21	190	3.215
189	20	191	3.21625
189	20	191	3.2175
189	20	191	3.21875
189	19	192	3.22
189	19	192	3.22125
189	19	192	3.2225
189	19	192	3.22375
189	19	192	3.225
189	19	192	3.22625
190	19	191	3.2275
191	19	190	3.22875
191	19	190	3.23
191	19	190	3.23125
190	20	190	3.2325
190	20	190	3.23375
191	20	189	3.235
191	20	189	3.23625
191	19	190	3.2375
191	19	190	3.23875
190	20	190	3.24
190	19	191	3.24125
190	19	191	3.2425
190	19	191	3.24375
190	19	191	3.245
189	20	191	3.24625
189	20	191	3.2475
189	20	191	3.24875
189	20	191	3.25
189	20	191	3.25125
